Time (UTC),Price (USD/MWh)
2022-10-03 16,41.35
2022-10-03 17,41.35
2022-10-03 18,41.35
2022-10-03 19,41.35
2022-10-03 20,41.35
2022-10-03 21,41.35
2022-10-03 22,41.35
2022-10-03 23,41.35
2022-10-04 00,41.35
2022-10-04 01,41.35
2022-10-04 02,41.35
2022-10-04 03,41.35
2022-10-04 04,41.35
2022-10-04 05,41.35
2022-10-04 06,41.35
2022-10-04 07,41.35
2022-10-04 08,41.35
2022-10-04 09,41.35
2022-10-04 10,165.4
2022-10-04 11,165.4
2022-10-04 12,165.4
2022-10-04 13,165.4
2022-10-04 14,165.4
2022-10-04 15,165.4
2022-10-04 16,41.35
2022-10-04 17,41.35
2022-10-04 18,41.35
2022-10-04 19,41.35
2022-10-04 20,41.35
2022-10-04 21,41.35
2022-10-04 22,41.35
2022-10-04 23,41.35
2022-10-05 00,41.35
2022-10-05 01,41.35
2022-10-05 02,41.35
2022-10-05 03,41.35
2022-10-05 04,41.35
2022-10-05 05,41.35
2022-10-05 06,41.35
2022-10-05 07,41.35
2022-10-05 08,41.35
2022-10-05 09,41.35
2022-10-05 10,165.4
2022-10-05 11,165.4
2022-10-05 12,165.4
2022-10-05 13,165.4
2022-10-05 14,165.4
2022-10-05 15,165.4
2022-10-05 16,41.35
2022-10-05 17,41.35
2022-10-05 18,41.35
2022-10-05 19,41.35
2022-10-05 20,41.35
2022-10-05 21,41.35
2022-10-05 22,41.35
2022-10-05 23,41.35
2022-10-06 00,41.35
2022-10-06 01,41.35
2022-10-06 02,41.35
2022-10-06 03,41.35
2022-10-06 04,41.35
2022-10-06 05,41.35
2022-10-06 06,41.35
2022-10-06 07,41.35
2022-10-06 08,41.35
2022-10-06 09,41.35
2022-10-06 10,165.4
2022-10-06 11,165.4
2022-10-06 12,165.4
2022-10-06 13,165.4
2022-10-06 14,165.4
2022-10-06 15,165.4
2022-10-06 16,41.35
2022-10-06 17,41.35
2022-10-06 18,41.35
2022-10-06 19,41.35
2022-10-06 20,41.35
2022-10-06 21,41.35
2022-10-06 22,41.35
2022-10-06 23,41.35
2022-10-07 00,41.35
2022-10-07 01,41.35
2022-10-07 02,41.35
2022-10-07 03,41.35
2022-10-07 04,41.35
2022-10-07 05,41.35
2022-10-07 06,41.35
2022-10-07 07,41.35
2022-10-07 08,41.35
2022-10-07 09,41.35
2022-10-07 10,165.4
2022-10-07 11,165.4
2022-10-07 12,165.4
2022-10-07 13,165.4
2022-10-07 14,165.4
2022-10-07 15,165.4
2022-10-07 16,41.35
2022-10-07 17,41.35
2022-10-07 18,41.35
2022-10-07 19,41.35
2022-10-07 20,41.35
2022-10-07 21,41.35
2022-10-07 22,41.35
2022-10-07 23,41.35
2022-10-08 00,41.35
2022-10-08 01,41.35
2022-10-08 02,41.35
2022-10-08 03,41.35
2022-10-08 04,41.35
2022-10-08 05,41.35
2022-10-08 06,41.35
2022-10-08 07,41.35
2022-10-08 08,41.35
2022-10-08 09,41.35
2022-10-08 10,165.4
2022-10-08 11,165.4
2022-10-08 12,165.4
2022-10-08 13,165.4
2022-10-08 14,165.4
2022-10-08 15,165.4
2022-10-08 16,41.35
2022-10-08 17,41.35
2022-10-08 18,41.35
2022-10-08 19,41.35
2022-10-08 20,41.35
2022-10-08 21,41.35
2022-10-08 22,41.35
2022-10-08 23,41.35
2022-10-09 00,41.35
2022-10-09 01,41.35
2022-10-09 02,41.35
2022-10-09 03,41.35
2022-10-09 04,41.35
2022-10-09 05,41.35
2022-10-09 06,41.35
2022-10-09 07,41.35
2022-10-09 08,41.35
2022-10-09 09,41.35
2022-10-09 10,165.4
2022-10-09 11,165.4
2022-10-09 12,165.4
2022-10-09 13,165.4
2022-10-09 14,165.4
2022-10-09 15,165.4
2022-10-09 16,41.35
2022-10-09 17,41.35
2022-10-09 18,41.35
2022-10-09 19,41.35
2022-10-09 20,41.35
2022-10-09 21,41.35
2022-10-09 22,41.35
2022-10-09 23,41.35
2022-10-10 00,41.35
2022-10-10 01,41.35
2022-10-10 02,41.35
2022-10-10 03,41.35
2022-10-10 04,41.35
2022-10-10 05,41.35
2022-10-10 06,41.35
2022-10-10 07,41.35
2022-10-10 08,41.35
2022-10-10 09,41.35
2022-10-10 10,165.4
2022-10-10 11,165.4
2022-10-10 12,165.4
2022-10-10 13,165.4
2022-10-10 14,165.4
2022-10-10 15,165.4
2022-10-10 16,41.35
2022-10-10 17,41.35
2022-10-10 18,41.35
2022-10-10 19,41.35
2022-10-10 20,41.35
2022-10-10 21,41.35
2022-10-10 22,41.35
2022-10-10 23,41.35
2022-10-11 00,41.35
